,SearchTerm,BusinessName,PotentialRelatedCompany,UBINumber,BusinessId,Address,Status,Principals,isMatch,notes
10,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,SONESTA RL HOTELS CANADA FRANCHISING INC.,604 026 674,942258,"400 CENTRE ST, NEWTON, MA, 02458-2094, UNITED STATES",Active,"['ADAM D. PORTNOY', 'JENNIFER B. CLARK', 'JOHN G. MURRAY', 'STEPHEN P. MIANO']",,
11,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,SONESTA INTERNATIONAL HOTELS CORPORATION,604 161 451,446748,"400 CENTRE ST, NEWTON, MA, 02458-2094, UNITED STATES",Active,"['ADAM D. PORTNOY', 'JENNIFER B. CLARK', 'JOHN G. MURRAY', 'STEPHEN P. MIANO']",,
12,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,SERVICE PROPERTIES TRUST,601 633 113,261020,"255 WASHINGTON ST, TWO NEWTON PLACE, SUITE 300, NEWTON, MA, 02458-1634, UNITED STATES",Active,"['ADAM D. PORTNOY', 'DONNA D. FRAICHE', 'JOHN G. MURRAY', 'JOHN L HARRINGTON', 'LAURIE B BURNS', 'ROBERT E CRAMER', 'WILLIAM A. LAMKIN']",,
13,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,"RLABS, INC.",604 405 566,1266791,"400 CENTRE ST, NEWTON, MA, 02458-2094, UNITED STATES",Active,"['ADAM D. PORTNOY', 'ADAM D. PORTNOY', 'CARLOS FLORES', 'JENNIFER B. CLARK', 'JOHN G. MURRAY', 'KEITH J. PIERCE', 'STEPHEN MIANO']",,
14,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,"RED LION HOTELS MANAGEMENT, INC.",602 540 714,402112,"400 CENTRE ST, NEWTON, MA, 02458-2094, UNITED STATES",Active,"['ADAM D. PORTNOY', 'JENNIFER B CLARK', 'JOHN G. MURRAY', 'KEITH J. PIERCE', 'STEPHEN P. MIANO']",,
15,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,HPTWN PROPERTIES TRUST,601 871 679,761167,"255 WASHINGTON ST STE 300, TWO NEWTON PLACE, NEWTON, MA, 02458-1634, UNITED STATES",Active,"['ADAM D. PORTNOY', 'BRIAN E. DONLEY', 'JENNIFER B. CLARK', 'JOHN G. MURRAY']",,
16,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,HPTMI PROPERTIES TRUST,602 126 907,747056,"TWO NEWTON PLACE, 255 WASHINGTON ST., STE 300, NEWTON, MA, 02458, UNITED STATES",Active,"['ADAM D PORTNOY', 'JOHN G. MURRAY']",,
18,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,HPT TA PROPERTIES TRUST,602 687 883,1121321,"TWO NEWTON PLACE, 255 WASHINGTON STREET, SUITE 300, NEWTON, MA, 02458, UNITED STATES",Active,"['ADAM D. PORTNOY', 'JOHN G. MURRAY']",,
19,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,HPT PSC PROPERTIES TRUST,602 730 122,732404,"255 WASHINGTON ST., STE 300, TWO NEWTON PLACE, NEWTON, MA, 02458, UNITED STATES",Active,"['ADAM D PORTNOY', 'JOHN G. MURRAY']",,
20,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,"CAMBRIDGE TRS, INC.",604 161 263,594394,"255 WASHINGTON ST, TWO NEWTON PLACE, STE 300, NEWTON, MA, 02458-1634, UNITED STATES",Active,"['ADAM D. PORTNOY', 'BRIAN E. DONLEY', 'ETHAN S. BORNSTEIN', 'JACQUELYN S. ANDERSON', 'JENNIFER B. CLARK', 'JOHN G. MURRAY', 'TODD HARGREAVES']",,
21,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,SPTSUN II PROPERTIES TRUST,601 966 745,988174,"TWO NEWTON PL, 255 WASHINGTON ST., STE 300, NEWTON, MA, 02458, UNITED STATES",Active,"['ADAM D PORTNOY', 'JENNIFER B. CLARK']",,
22,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,SNH REDMOND PROPERTIES LLC,603 254 638,958850,"TWO NEWTON PL, 255 WASHINGTON ST. STE 300, NEWTON, MA, 02458, UNITED STATES",Active,"['ADAM D. PORTNOY', 'JENNIFER B. CLARK']",,
23,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,SNH MEDICAL OFFICE PROPERTIES TRUST,603 275 900,987775,"255 WASHINGTON ST, TWO NEWTON PLACE, SUITE 300, NEWTON, MA, 02458-1637, UNITED STATES",Active,"['ADAM D. PORTNOY', 'JENNIFER F. FRANCIS']",,
24,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,SNH KENT PROPERTIES LLC,603 224 532,434615,"255 WASHINGTON ST, TWO NEWTON PL, STE 300, NEWTON, MA, 02458-1634, UNITED STATES",Active,"['ADAM D. PORTNOY', 'JENNIFER B CLARK']",,
25,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,SIR SEATTLE LLC,603 282 838,274258,"255 WASHINGTON ST., STE 300, TWO NEWTON PLACE, NEWTON, MA, 02458-1634, UNITED STATES",Active,['ADAM D. PORTNOY'],,
26,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,GOVERNMENT PROPERTIES INCOME TRUST LLC,602 916 413,700344,"TWO NEWTON PLACE, 255 WASHINGTON ST., NEWTON, MA, 02458, UNITED STATES",Active,['ADAM D. PORTNOY'],,
27,HPT IHG-2 PROPERTIES TRUST,HPT IHG-2 PROPERTIES TRUST,"FIVE STAR REHABILITATION AND WELLNESS SERVICES, LLC",604 264 581,1198647,"400 CENTRE ST, NEWTON, MA, 02458-2094, UNITED STATES",Active,"['ADAM D. PORTNOY', 'GERARD M. MARTIN', 'JEFFREY C. LEER', 'JENNIFER B CLARK', 'KATHERINE E POTTER']",,
28,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,"ZEBRA PROJECTS, INC.",604 495 071,1302860,"14614 N KIERLAND BLVD STE N220, SCOTTSDALE, AZ, 85254-2715, UNITED STATES",Withdrawn,"['LINE SERHAN', 'MARK MASON', 'SCOTT SHAPIRO', 'ZACHARY SHIRK']",,
29,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,WHITMAN CONDOS LLC,602 441 942,1025500,"1605 BOYLSTON AVE STE 202, SEATTLE, WA, 98122, UNITED STATES",Inactive,['SCOTT SHAPIRO'],,
30,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,TSF PROPERTIES,602 046 078,508483,"1601 5TH AVE STE 1900, SEATTLE, WA, 98101-3615, UNITED STATES",Active,"['ALESHA WASHINGTON', 'ED TAYLOR', 'ED THOMAS', 'JANET LEVINGER', 'JOSEPHINE WONG', 'KELLEY HALL', 'MARI TAMIYASU', 'SCOTT SHAPIRO', 'STEPHANIE MCLEMORE BRAY', 'STEVE HILL']",,
31,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,SPINNAKER BUILDING LLC,602 796 810,966423,"C/O AMERICAN HOTEL, 520 S. KING ST., SEATTLE, WA, 98104, UNITED STATES",Delinquent,['SCOTT SHAPIRO'],,
32,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,SCHOOL HOUSE LOFTS LLC,604 044 274,957159,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,"['SCOTT SHAPIRO', 'SEAN BARNES']",,
33,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,RS VENTURES LLC,602 443 589,916953,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Administratively Dissolved,"['PAUL M DAVIS', 'SCOTT SHAPIRO']",,
34,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,"REC ROOM SEATTLE, LLC",603 023 525,396713,"2621 2ND AVE, STE. 1005, SEATTLE, WA, 98121-3216, UNITED STATES",Inactive,['SCOTT SHAPIRO'],,
35,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,RAMIRO'S PLACE LLC,603 298 458,915033,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,"['MURRAY KAHN', 'SCOTT SHAPIRO']",,
36,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,"PERFECT GAME ENTERPRISES, LLC",602 584 471,875435,"C/O AMERICAN HOTEL, 520 S. KING ST., SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
37,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,"NABE, LLC",602 477 567,880210,"C/O AMERICAN HOTEL, 520 S. KING ST., SEATTLE, WA, 98104, UNITED STATES",Active,"['KERRY BUCKLIN', 'SCOTT SHAPIRO']",,
38,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,MS VENTURES LLC,602 682 725,875648,"C/O AMERICAN HOTEL, 520 S. KING ST., SEATTLE, WA, 98104, UNITED STATES",Active,"['MURRAY KAHN', 'PAUL M DAVIS', 'SCOTT SHAPIRO']",,
39,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,MOBILE MUNITIONS LIMITED LIABILITY COMPANY,604 081 316,208983,"5613 89TH AVE W, UNIVERSITY PLACE, WA, 98467, UNITED STATES",Administratively Dissolved,"['ANDREW WILLMS', 'SCOTT SHAPIRO']",,
40,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,MM1532 LLC,603 107 370,837756,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Administratively Dissolved,"['MICHEL GIRARD', 'SCOTT SHAPIRO']",,
41,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,JSW VENTURES LLC,602 490 726,296570,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
42,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,HH1005 LLC,604 165 055,254237,"2621 2ND AVE #1005, SEATTLE, WA, 98121, UNITED STATES",Administratively Dissolved,"['JENA THORNTON', 'SCOTT SHAPIRO']",,
43,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,HARVARD EXIT LLC,603 433 942,145538,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
44,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,ES VENTURES LLC,602 684 989,678783,"C/O AMERICAN HOTEL, 520 S. KING ST., SEATTLE, WA, 98104, UNITED STATES",Delinquent,"['ELIZABETH DUNN', 'SCOTT SHAPIRO']",,
45,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,ERVWA LLC,604 332 444,1236521,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,"['EDWARD MALAKOFF', 'NATALIE GUALY', 'SCOTT SHAPIRO', 'SCOTT SHAPIRO']",,
46,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,ERVNG LLC,604 040 697,678777,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,"['NATALIE GUALY', 'SCOTT SHAPIRO']",,
47,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,"ERV SERVICES, INC.",602 567 988,115565,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
48,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,ERV REALTY INC.,602 282 747,170673,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
49,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,EAGLE ROCK VENTURES LLC,602 078 694,160337,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
50,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,CAPITOL HILL TOD LLC,603 437 035,85490,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
51,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL MANAGEMENT LLC,602 898 948,1095664,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
52,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,602 840 118,539763,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
53,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,900NE LLC,603 432 593,15357,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
54,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,5902 LLC,603 341 683,10984,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
55,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,5341 BALLARD LLC,603 442 282,361352,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,"['SCOTT SHAPIRO', 'WADE WEIGEL']",,
56,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,401 PARKING LLC,603 118 682,63597,"1115 WEST BAY DR NW STE 302, OLYMPIA, WA, 98502, UNITED STATES",Administratively Dissolved,['SCOTT SHAPIRO'],,
57,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,2651 LLC,603 339 526,1092076,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
58,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,203WT LLC,603 217 111,1091945,"500 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Administratively Dissolved,"['CHARLOTTE GREEN', 'MICHAEL GREEN', 'SCOTT SHAPIRO']",,
59,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,1728 LLC,603 227 142,2739,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
60,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,17205 LLC,603 227 231,44366,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,"['JENA THORNTON', 'SCOTT SHAPIRO']",,
61,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,11613 LLC,603 102 353,58960,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,['SCOTT SHAPIRO'],,
62,AMERICAN HOTEL BUILDING LLC,AMERICAN HOTEL BUILDING LLC,1117 12TH AVENUE LLC,602 504 678,5130,"520 S KING ST, SEATTLE, WA, 98104-2834, UNITED STATES",Active,"[' JSW VENTURES LLC', 'SCOTT SHAPIRO']",,
63,REDCO OCCIDENTAL 547 OWNER LLC,REDCO OCCIDENTAL 547 OWNER LLC,REDCO FIRST AVE 1939 OWNER LLC,604 686 757,1412512,"11150 SANTA MONICA BLVD STE 700, LOS ANGELES, CA, 90025-3331, UNITED STATES",Active,['IND HOLDCO I LLC'],,
64,REDCO OCCIDENTAL 547 OWNER LLC,REDCO OCCIDENTAL 547 OWNER LLC,IND OCCIDENTAL 547 OWNER LLC,604 455 119,1282940,"11150 SANTA MONICA BLVD, SUITE 700, LOS ANGELES, CA, 90025-3331, UNITED STATES",Active,['IND HOLDCO I LLC'],,
65,REDCO OCCIDENTAL 547 OWNER LLC,REDCO OCCIDENTAL 547 OWNER LLC,IND FIRST AVE 3411 OWNER LLC,604 672 609,1402473,"11150 SANTA MONICA BLVD STE 700, LOS ANGELES, CA, 90025-3331, UNITED STATES",Active,"['IND FIRST AVE 3411 PS INVESTOR LLC', 'IND HOLDCO I LLC']",,
66,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,UV UPTOWN LLC,604 801 810,1486477,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['URBAN VISIONS MANAGEMENT LLC', 'URBAN VISIONS MANAGEMENT LLC']",,
67,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,UV UPTOWN 5B LLC,604 846 211,1516012,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['CHARLES E SHIGLEY', 'URBAN VISIONS MANAGEMENT LLC']",,
68,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,UV THE NET LLC,604 569 946,1336676,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['GREGORY SMITH', 'URBAN VISIONS MANAGEMENT LLC']",,
69,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,UV THE JACK MZB LLC,604 829 839,1507100,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,['URBAN VISIONS MANAGEMENT LLC'],,
70,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,UV THE JACK MB LLC,604 826 860,1507101,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,['URBAN VISIONS MANAGEMENT LLC'],,
71,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,UV DPS LLC,604 803 503,1486478,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['URBAN VISIONS MANAGEMENT LLC', 'URBAN VISIONS MANAGEMENT LLC']",,
72,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,604 006 184,1072571,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,['URBAN VISIONS MANAGEMENT LLC'],,
73,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,"THE NET SEATTLE, LLC",604 577 435,1339457,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,['URBAN VISIONS MANAGEMENT LLC'],,
74,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,SUSTAINABLE TRANSIT URBAN DEVELOPMENT LLC,602 848 887,466407,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['CHARLES SHIGLEY', 'URBAN VISIONS MANAGEMENT LLC']",,
75,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,"SOUTH DOWNTOWN PARTNERS, LLC",602 368 261,448817,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,['URBAN VISIONS MANAGEMENT LLC'],,
76,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,S-QOZB LLC,604 387 188,1257707,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['ALSON, COURTNAGE & BASSETTI LLP', 'URBAN VISIONS MANAGEMENT LLC']",,
77,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,S-BG QOF LLC,604 398 573,1257692,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['ALSTON, COURTNAGE & BASSETTI LLP', 'URBAN VISIONS MANAGEMENT LLC']",,
78,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,JACK-UV QOF LLC,604 395 829,1260824,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['CHARLES E SHIGLEY', 'URBAN VISIONS MANAGEMENT LLC']",,
79,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,JACK-QOZB LLC,604 400 459,1260817,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['CHARLES E SHIGLEY', 'URBAN VISIONS MANAGEMENT LLC']",,
80,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,JACK-BG QOF LLC,604 369 195,1260827,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['CHARLES E SHIGLEY', 'URBAN VISIONS MANAGEMENT LLC']",,
81,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,CENTER OF PIONEER SQUARE LLC,602 544 674,97276,"701 5TH AVE, SUITE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['LEARY DROPPERT', 'URBAN VISIONS MANAGEMENT LLC']",,
82,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,200 OCCIDENTAL LLC,602 715 747,2671,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,"['DANA F BECKLEY', 'URBAN VISIONS MANAGEMENT LLC']",,
83,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION II,604 787 667,1481308,"719 S KING ST, SEATTLE, WA, 98104-3035, UNITED STATES",Active,"['BRUCE BRUNDIGE', 'BRUCE BRUNDIGE', 'CASEY BUI', 'DIANE SUGIMURA', 'DONNA LOU', 'ELLEN FERGUSON', 'ELLEN FURGUSON', 'GLORIA LUNG WAKAYAMA', 'GLORIA LUNG WAKAYAMA', 'JAMIE FORD', 'JILL NISHI', 'JILL NISHI', 'JUDY TOBIN', 'KATHERINE CHENG', 'MARK TAKAGI', 'MAYA MENDOZA-EXSTROM', 'MICHAEL SHIOSAKI', 'MIDORI MATSUI', 'MIMI GAN', 'MIMI GAN', 'NANETTE FOK', 'PAT NORIKANE LOGERWELL', 'PAUL MAR', 'SAI CHALEUNPHONH', 'SAVITHA REDDY PATHI', 'TERA BEACH', 'VICTOR MIZUMORI']",,
84,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,602 622 734,1053842,"719 S KING ST, SEATTLE, WA, 98104-3035, UNITED STATES",Active,"['BRUCE BRUNDIGE', 'ELLEN FERGUSON', 'JILL NISHI', 'MIMI GAN']",,
85,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,WING LUKE MEMORIAL FOUNDATION,600 477 445,1088988,"719 S KING ST, SEATTLE, WA, 98104-3035, UNITED STATES",Active,"['BRUCE BRUNDIGE', 'ELLEN FERGUSON', 'JILL NISHI', 'MIMI GAN']",,
86,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,"MI2 MEDIA, LLC",602 761 941,350638,"2424 LORENTZ PL N, SEATTLE, WA, 98109, UNITED STATES",Active,"['EVERETT BILLINGSLEA', 'MIMI GAN']",,
87,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,"GIANTS, LLC",602 735 682,205114,"2424 LORENTZ PL N, SEATTLE, WA, 98109, UNITED STATES",Administratively Dissolved,"['JAMES DEVER', 'MARIAN LUTHER', 'MIMI GAN']",,
88,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,THE HUGH AND JANE FERGUSON FOUNDATION,601 829 183,468245,"215 N 101ST ST, SEATTLE, WA, 98133-9111, UNITED STATES",Active,['ELLEN FERGUSON'],,
89,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,"BRUNDIGE WEALTH MANAGEMENT, LLC",604 154 665,590806,"701 5TH AVE STE 4200, SEATTLE, WA, 98104-7047, UNITED STATES",Active,['BRUCE BRUNDIGE'],,
