,SearchTerm,BusinessName,PotentialRelatedCompany,UBINumber,BusinessId,Address,Status,Principals,isMatch,notes
64,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"NATURAL PHARMACEUTICAL MANUFACTURING, LLC",602 943 870,882810,"11900 NE 1ST ST, STE 300, BELLEVUE, WA, 98005-3049, UNITED STATES",Active,"['MIKE GRUBB', 'PAUL KELLER']",,
65,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"MACK URBAN, LLC",603 332 544,802076,"300 DESCHUTES WAY SW STE 304, TUMWATER, WA, 98501, UNITED STATES",Voluntarily Dissolved,['PAUL KELLER'],,
66,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"KENMORE PARTNERS, LLC",602 616 770,259913,"2003 WESTERN AVE STE 300, SEATTLE, WA, 98121, UNITED STATES",Administratively Dissolved,"['MATTHEW BURTON', 'PAUL KELLER', 'THOMAS BARKEWITZ']",,
67,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"KELLER CONSTRUCTION CO., LTD.,A CALIFORNIA LIMITED PARTNERSHIP",601 392 298,265796,,Terminated,"[' KELLER CONSTRUCTION CO INC', 'PAUL KELLER', 'ROBERT STAGE', 'STEPHEN CONVERSE', 'THOMAS KEETON']",,
68,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,HARBOR WEST SEATTLE THREE LLC,602 813 332,216384,"1411 4TH AVE #500, SEATTLE, WA, 98101, UNITED STATES",Administratively Dissolved,['PAUL KELLER'],,
69,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,HARBOR URBAN LLC,603 175 585,246063,"300 DESCHUTES WAY SW STE 304, TUMWATER, WA, 98501, UNITED STATES",Terminated,['PAUL KELLER'],,
70,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"GEORGE WASHINGTON YACHT CLUB, L.L.C.",602 849 562,194104,"16300 MILLCREEK BLVD #205, MILL CREEK, WA, 98012, UNITED STATES",Active,"['CHRIS DILLMAN', 'JAMES JONSON', 'PAUL KELLER', 'PETER LAUSH III']",,
71,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"BURIEN TOWN SQUARE, L.L.C.",602 646 142,1101847,"2361 ROSECRANS AVE STE 375, EL SEGUNDO, CA, 90245, UNITED STATES",Terminated,"['LLC BURIEN HOLDINGS', 'MATTHEW BURTON', 'PAUL KELLER']",,
72,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"BURIEN TOWN SQUARE PARCEL 1, L.L.C.",602 723 414,60746,"2361 ROSECRANS AVE #375, EL SEGUNDO, CA, 90245, UNITED STATES",Terminated,"['MATTHEW BURTON', 'PAUL KELLER']",,
73,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"BLU DOT DESIGN & MANUFACTURING, INC.",604 124 200,566599,"1321 TYLER ST NE, MINNEAPOLIS, MN, 55413, UNITED STATES",Terminated,"['JOHN CHRISTAKOS', 'MAURICE BLANKS', 'PAUL KELLER']",,
74,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,BEES B US LLC,602 700 509,54939,"14910 14TH, VERADALE, WA, 99037, UNITED STATES",Voluntarily Dissolved,"['EARL EDLIN', 'JONELL EDLIN', 'PAUL KELLER']",,
75,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,"ASG NORTHWEST, LLC",602 475 930,58465,"11900 NE 1ST ST, STE 300, BELLEVUE, WA, 98005-3049, UNITED STATES",Active,"['MIKE GRUBB', 'PAUL KELLER']",,
76,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,AP URBAN DEV LLC,603 190 444,36871,"1411 4TH AVE STE 500, SEATTLE, WA, 98101, UNITED STATES",Terminated,['PAUL KELLER'],,
77,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,1915 SECOND AVENUE LLC,603 176 132,3642,"2801 ALASKAN WAY, SEATTLE, WA, 98121-1134, UNITED STATES",Withdrawn,['PAUL KELLER'],,
78,1821 BOREN AVENUE LLC,1821 BOREN AVENUE LLC,HILL7 CONDOMINIUM ASSOCIATION,603 313 323,742761,"411 1ST AVE S STE 210, SEATTLE, WA, 98104-3831, UNITED STATES",Active,"['ANDREA GRIGG', 'JENNIE DORSETT', 'TABITHA SMITH']",,
79,FIFTH & PINE LLC,FIFTH & PINE LLC,FIFTH & PINE LLC,602 452 775,176055,"2001 ROSS AVENUE, SUITE 3400, DALLAS, TX, 75201, UNITED STATES",Active,"['INVESCO IF IV U.S. 5, LLC']",,
80,TIMES SQUARE BUILDING LLC,TIMES SQUARE BUILDING LLC,TIMES SQUARE BUILDING LLC,601 893 912,1011985,"1809 7TH AVE STE 300, SEATTLE, WA, 98101-1341, UNITED STATES",Active,"['TIMES SQUARE FIFTH AVENUE, INC']",,
81,BGO PLAZA 600 JV LLC,BGO PLAZA 600 JV LLC,BGO PLAZA 600 JV LLC,604 537 878,1328392,"1425 4TH AVE STE 200, C/O URG PLAZA 600 INVESTORS LLC,, SEATTLE, WA, 98101, UNITED STATES",Active,['BGO PLAZA 600 MEMBER LLC'],,
82,1800 NINTH ACQUISITION LLC,1800 NINTH ACQUISITION LLC,1800 NINTH ACQUISITION LLC,604 533 218,1322949,"383 MADISON AVE, NEW YORK, NY, 10017-3217, UNITED STATES",Active,['SSPF REIT I LLC'],,
83,BCAL MET PARK PROPERTY LLC,BCAL MET PARK PROPERTY LLC,MET PARK PROPERTY MANAGER LLC,604 477 669,1293803,"200 STATE STREET 5TH FLOOR, BOSTON, MA, 02109, UNITED STATES",Active,['BCP-CG MET PARK REIT LLC'],,
84,BCAL MET PARK PROPERTY LLC,BCAL MET PARK PROPERTY LLC,BCP-CG MET PARK TRS LLC,604 477 670,1293804,"200 STATE STREET, 5TH FLOOR, BOSTON, MA, 02109, UNITED STATES",Active,['BCP-CG MET PARK REIT LLC'],,
85,BCAL MET PARK PROPERTY LLC,BCAL MET PARK PROPERTY LLC,BCAL MET PARK PROPERTY LLC,604 316 300,1221990,"200 STATE STREET 5TH FLOOR, BOSTON, MA, 02109, UNITED STATES",Active,['BCP-CG MET PARK REIT LLC'],,
86,LOGAN BUILDING LLC,LOGAN BUILDING LLC,WB DEVELOPMENT MANAGER LLC,604 599 953,1352018,"1215 4TH AVE STE 600, SEATTLE, WA, 98161-1084, UNITED STATES",Withdrawn,['UNICO PROPERTIES LLC'],,
87,LOGAN BUILDING LLC,LOGAN BUILDING LLC,WASHINGTON BUILDING APARTMENTS LLC,604 069 406,324556,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Withdrawn,['UNICO PROPERTIES LLC'],,
88,LOGAN BUILDING LLC,LOGAN BUILDING LLC,UPI HARRISON STREET LLC,604 185 810,1043029,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Withdrawn,['UNICO PROPERTIES LLC'],,
89,LOGAN BUILDING LLC,LOGAN BUILDING LLC,UPI EASTLAKE & THOMAS LLC,603 460 123,498717,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Withdrawn,['UNICO PROPERTIES LLC'],,
90,LOGAN BUILDING LLC,LOGAN BUILDING LLC,UPI BUTLER GARAGE LLC,604 186 485,512230,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Withdrawn,['UNICO PROPERTIES LLC'],,
91,LOGAN BUILDING LLC,LOGAN BUILDING LLC,UPI 1505 FIFTH LLC,603 339 483,1081381,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Withdrawn,['UNICO PROPERTIES LLC'],,
92,LOGAN BUILDING LLC,LOGAN BUILDING LLC,"UPG YH PROPERTY OWNER, LLC",604 494 694,1304252,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Active,['UNICO PROPERTIES LLC'],,
93,LOGAN BUILDING LLC,LOGAN BUILDING LLC,"UPG STONE 34 PROPERTY OWNER, LLC",604 322 939,1229075,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Active,"['UNICO PROPERTIES LLC', 'UPG CASCADE II JV, LLC']",,
94,LOGAN BUILDING LLC,LOGAN BUILDING LLC,"UNIVERSITY STREET PROPERTIES I, LLC",601 807 546,502008,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Active,['UNICO PROPERTIES LLC'],,
95,LOGAN BUILDING LLC,LOGAN BUILDING LLC,UNIVERSITY & WESTERN LLC,603 287 108,1060583,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Active,['UNICO PROPERTIES LLC'],,
96,LOGAN BUILDING LLC,LOGAN BUILDING LLC,UNICO REDMOND OFFICE PROJECT LLC,604 490 227,1298555,"1215 4TH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Withdrawn,['UNICO PROPERTIES LLC'],,
97,LOGAN BUILDING LLC,LOGAN BUILDING LLC,UNICO PARTNERS I GP LLC,603 242 607,496619,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Withdrawn,['UNICO PROPERTIES LLC'],,
98,LOGAN BUILDING LLC,LOGAN BUILDING LLC,"UNICO NORTHWEST FUND I, LLC",602 405 453,497076,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Active,['UNICO PROPERTIES LLC'],,
99,LOGAN BUILDING LLC,LOGAN BUILDING LLC,UNICO INVESTMENT GROUP LLC,602 694 394,500627,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Active,['UNICO PROPERTIES LLC'],,
