,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match,isMatch
34,KING COUNTY,ASSOCIATED DEFENSE ADVOCATES OF KING COUNTY,603 264 886,551459,"3600 15TH AVE W, STE 201, SEATTLE, WA, 98119, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
35,KING COUNTY,ASSOCIATION OF KING COUNTY HISTORICAL ORGANIZATIONS,601 587 484,32024,"3145 SW 171ST ST, BURIEN, WA, 98166, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
36,KING COUNTY,"AUTO TRIM DESIGN OF KING COUNTY, INC.",600 343 434,66024,"17000 W VALLEY HWY, TUKWILA, WA, 98188-5518, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
37,KING COUNTY,"B.F. DAY P.T.S.A., KING COUNTY, 6.15.85",601 231 106,51868,"3921 LINDEN AVE N, SEATTLE, WA, 98103-7803, UNITED STATES",Active,FALSE,FALSE,FALSE,0
38,KING COUNTY,BAHA'IS OF KCCD#3 (KING COUNTY COUNCIL DISTRICT #3),601 516 003,38594,,,TRUE,TRUE,TRUE,0
39,KING COUNTY,BESLOW KING COUNTY PROPERTIES LLC,602 124 902,572122,"7404 BEACON AVE S, SEATTLE, WA, 98118-3714, UNITED STATES",Active,FALSE,FALSE,FALSE,0
40,KING COUNTY,BEST KING COUNTY RE LLC,603 593 993,63859,"1515 TACOMA POINT DR E, LAKE TAPPS, WA, 98391-6457, UNITED STATES",Active,FALSE,FALSE,FALSE,0
41,KING COUNTY,BLACK LIVES MATTER SEATTLE KING COUNTY,604 219 695,1181190,"600 1ST AVE STE 102, SEATTLE, WA, 98104-2287, UNITED STATES",Active,FALSE,FALSE,FALSE,0
42,KING COUNTY,BLACK LIVES MATTER SEATTLE KING COUNTY FOUNDATION,604 266 226,1195367,,,TRUE,TRUE,TRUE,0
43,KING COUNTY,BLACK LIVES MATTER SEATTLE-KING COUNTY FOUNDATION ,604 663 839,1387844,,Administratively Dissolved,TRUE,FALSE,FALSE,0
44,KING COUNTY,BOULEVARD PARK PRESBYTERIAN CHURCH OF KING COUNTY,601 153 110,72002,"1822 S 128TH ST, BURIEN, WA, 98168-2903, UNITED STATES",Active,FALSE,FALSE,FALSE,0
45,KING COUNTY,BOYS AND GIRLS CLUBS OF KING COUNTY,578 001 683,54721,"220 W MERCER ST, SUITE 410, SEATTLE, WA, 98119-3954, UNITED STATES",Active,FALSE,FALSE,FALSE,0
46,KING COUNTY,"BRIGHT BEGINNINGS OF KING COUNTY, LLC",603 221 003,71548,"6308 S. 298 TH PL, AUBURN, WA, 98001, UNITED STATES",Active,FALSE,FALSE,FALSE,0
47,KING COUNTY,"BRISTOL HOSPICE - KING COUNTY, L.L.C.",604 556 845,1330590,"206 N 2100 W STE 202, SALT LAKE CTY, UT, 84116-4741, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
48,KING COUNTY,CAB DRIVERS' ALLIANCE OF KING COUNTY,601 895 313,1102356,"3723 S ALASKA ST, SEATTLE, WA, 98118, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
49,KING COUNTY,CDP-KING COUNTY III,601 765 902,98014,"1218 THIRD AVE #1403, SEATTLE, WA, 98101, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
50,KING COUNTY,CHERRY VALLEY PTA KING COUNTY 2.16.10,601 597 722,606605,"26701 NE CHERRY VALLEY RD, DUVALL, WA, 98019-8618, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
51,KING COUNTY,CHOSEN FEW MOTORCYCLE CLUB KINGCOUNTY,603 490 696,76149,"10605 SE  240TH ST #421, KENT, WA, 98031, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
52,KING COUNTY,CLIX OF SOUTH KING COUNTY LLC,602 981 619,110765,"15014 SE 218TH ST, KENT, WA, 98042, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
53,KING COUNTY,CLOSED FOUNDATION,604 266 226,1195367,"505 BROADWAY E, #328, SEATTLE, WA, 98102-5023, UNITED STATES",Administratively Dissolved,FALSE,TRUE,TRUE,0
54,KING COUNTY,"COMMUNITY DEVELOPMENT PROPERTIES KING COUNTY II, INC. DBA COMMUNITY",601 423 172,117234,"1218 THIRD AVE STE 1403, SEATTLE, WA, 98101, UNITED STATES",Terminated,FALSE,FALSE,FALSE,0
55,KING COUNTY,COMMUNITY HEALTH COUNCIL OF SEATTLE/KING  COUNTY,601 196 296,117075,"955 POWELL AVE SW, RENTON, WA, 98057, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
56,KING COUNTY,COMMUNITY SYNAGOGUE OF SOUTH KING COUNTY,601 172 266,627015,"25701 14TH PL S, DES MOINES, WA, 98198-8908, UNITED STATES",Active,FALSE,FALSE,FALSE,0
57,KING COUNTY,COORDINATE COMMUNITY RESPONSE AGAINST DOMESTIC VIOLENCE OF KING COUNTY,602 351 982,618618,"1414 S 324TH ST STE 217, FEDERAL WAY, WA, 98003, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
58,KING COUNTY,EAST KING COUNTY BAR ASSOCIATION,601 171 123,669491,"10900 NE 4TH ST STE 1850, BELLEVUE, WA, 98004-8341, UNITED STATES",Active,FALSE,FALSE,FALSE,0
59,KING COUNTY,EAST KING COUNTY CHILD CARE ASSOCIATION,602 960 728,1111204,"14906 NE 202ND ST, WOODINVILLE, WA, 98072, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
60,KING COUNTY,EAST KING COUNTY FAMILY CHILD CARE ASSOCIATION,603 202 684,655151,"14906 NE 202ND ST, WOODINVILLE, WA, 98072-6488, UNITED STATES",Active,FALSE,FALSE,FALSE,0
61,KING COUNTY,EAST KING COUNTY REGIONAL WATER ASSOCIATION,601 008 051,161104,"3600 SAHALEE WAY NE, SAMMAMISH, WA, 98074-6028, UNITED STATES",Active,FALSE,FALSE,FALSE,0
62,KING COUNTY,EAST KING COUNTY SOCCER REFEREES ASSOCIATION,601 574 844,108926,"2012 180TH CT NE, REDMOND, WA, 98052-6033, UNITED STATES",Active,FALSE,FALSE,FALSE,0
63,KING COUNTY,ECONOMIC DEVELOPMENT COUNCIL OF SEATTLE AND KING COUNTY,601 815 345,156427,"1301 5TH AVE #1500, SEATTLE, WA, 98101, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,0
64,KING COUNTY,"EDEN HOME HEALTH OF KING COUNTY, LLC",604 069 995,156899,"733 7TH AVE STE 110, KIRKLAND, WA, 98033-5657, UNITED STATES",Active,TRUE,FALSE,FALSE,0
65,KING COUNTY,"EDEN HOSPICE AT KING COUNTY, LLC",604 693 901,1414576,"733 7TH AVE STE 110, KIRKLAND, WA, 98033-5657, UNITED STATES",Active,TRUE,FALSE,FALSE,0
66,KING COUNTY,EMERGENCY FEEDING PROGRAM OF SEATTLE- KING COUNTY,601 871 771,165408,"851 HOUSER WAY N STE A, RENTON, WA, 98057-5518, UNITED STATES",Active,FALSE,FALSE,FALSE,0
67,KING COUNTY,ESTATE PLANNING COUNCIL OF SOUTH KING COUNTY,602 971 807,677396,"17820 IST AVE S, BURINE, WA, 98148-1794, UNITED STATES",Active,FALSE,FALSE,FALSE,0
68,KING COUNTY,EVANGELICAL CHINESE CHURCH OF SOUTH KING COUNTY,601 922 289,177109,"1042 LYNNWOOD AVE NE, RENTON, WA, 98056-3411, UNITED STATES",Active,FALSE,FALSE,FALSE,0
69,KING COUNTY,"FAITH LUTHERAN CHURCH, KINGSTON, KITSAP COUNTY, WASHINGTON",601 433 994,684273,"26736 MILLER BAY RD NE, KINGSTON, WA, 98346-9404, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
70,KING COUNTY,FAMILY LAW CASA OF KING COUNTY,602 222 371,693036,"16300 CHRISTENSEN RD STE 306, TUKWILA, WA, 98188-3421, UNITED STATES",Active,FALSE,FALSE,FALSE,0
71,KING COUNTY,FEDERAL WAY OLYMPIC VIEW ELEMENTARY - P.T.S.A. KING COUNTY56.4.45,601 124 865,702425,"2626 SW 327TH ST, FEDERAL WAY, WA, 98023, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
72,KING COUNTY,FELLOWSHIP BAPTIST CHURCH OF SOUTH KING COUNTY,601 402 944,175567,"231 SW 152ND ST, BURIEN, WA, 98166-2307, UNITED STATES",Active,FALSE,FALSE,FALSE,0
73,KING COUNTY,FERAL CAT COALITION OF KING COUNTY/ SEATTLE,601 787 559,1114178,"17134 NE 84TH ST, REDMOND, WA, 98052, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
74,KING COUNTY,FILIPINO AMERICAN COMMUNITY OF SOUTH KING COUNTY,602 421 198,690535,"215 107TH AVE CT E, EDGEWOOD, WA, 98372, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
75,KING COUNTY,FILIPINO YOUTH AND FAMILY SERVICES OF SEATTLE AND KING COUNTY,601 664 281,676516,"2356 S ANGELINE ST, SEATTLE, WA, 98108-1519, UNITED STATES",Active,FALSE,FALSE,FALSE,0
76,KING COUNTY,"GASKET GUY OF KING COUNTY, INC.",602 504 390,196493,"16722 3RD AVE SE, BOTHELL, WA, 98012, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
77,KING COUNTY,GLOBAL HEALTH TEAMS,601 842 552,422815,"410 17TH AVE SE, OLYMPIA, WA, 98501, UNITED STATES",Active,FALSE,TRUE,TRUE,0
78,KING COUNTY,GRACE CHINESE LUTHERAN CHURCH OF SOUTH KING COUNTY,602 730 334,203807,"1700 EDMONDS AVE NE, RENTON, WA, 98056-2713, UNITED STATES",Active,FALSE,FALSE,FALSE,0
79,KING COUNTY,GREEN PARTY EAST KING COUNTY,603 387 842,207015,"13120 455TH PL SE, NORTH BEND, WA, 98045-9737, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,0
80,KING COUNTY,GREEN PARTY OF KING COUNTY WA (GPOKC),602 444 724,207016,"8521 17TH AVE NE, SEATTLE, WA, 98115, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
81,KING COUNTY,H.(2)E.L.P. COLLABORATIVE GROUPS OF KING COUNTY WASHINGTON,603 119 054,738629,,Administratively Dissolved,TRUE,FALSE,FALSE,0
82,KING COUNTY,HABITAT FOR HUMANITY OF EAST KING COUNTY,601 067 025,739653,"16315 NE 87TH ST #B-5, REDMOND, WA, 98052, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
83,KING COUNTY,HABITAT FOR HUMANITY SEATTLE-KING COUNTY,601 059 723,213850,"500 NACHES AVE SW STE 200, RENTON, WA, 98057-2293, UNITED STATES",Active,FALSE,FALSE,FALSE,0
84,KING COUNTY,HEALTHY KING COUNTY COALITION,603 272 303,731119,"1120 E TERRACE ST STE 200, SEATTLE, WA, 98122-7405, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
85,KING COUNTY,"HEALTHY LIVING AT HOME - KING COUNTY, LLC",604 451 650,1283006,,,TRUE,TRUE,TRUE,0
86,KING COUNTY,"HEALTHY LIVING AT HOME - SEATTLE, LLC",604 451 650,1283006,"801 2ND AVE STE 800, SEATTLE, WA, 98104-1573, UNITED STATES",Voluntarily Dissolved,FALSE,TRUE,TRUE,0
87,KING COUNTY,"HIGHLANDS ELEMENTARY PTSA, KING COUNTY",601 733 747,752125,"2720 NE 7TH ST, RENTON, WA, 98056, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
88,KING COUNTY,HISTORICAL SOCIETY OF SEATTLE AND KING COUNTY,178 072 575,757036,"860 TERRY AVE N, SEATTLE, WA, 98109-4330, UNITED STATES",Active,FALSE,FALSE,FALSE,0
89,KING COUNTY,HOMEWELL OF SOUTH KING COUNTY INC,602 394 873,235339,"33427 PACIFIC HWY S STE CBU3-C, AUBURN, WA, 98003-6897, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
90,KING COUNTY,"HORIZON NORTHWEST REALTY GROUP KING COUNTY, LLC",603 179 123,153393,"14900 INTERURBAN AVENUE SOUTH, SUITE 271, SEATTLE, WA, 98168, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
91,KING COUNTY,HOUSING DEVELOPMENT CONSORTIUM OF SEATTLE-KING COUNTY,601 079 159,1121265,"1326 5TH AVE STE 230, SEATTLE, WA, 98101-2604, UNITED STATES",Active,FALSE,FALSE,FALSE,0
92,KING COUNTY,I AM MY BROTHER'S KEEPER OF KING COUNTY WASHINGTON (KCW),603 466 739,770005,"17254 33RD AVE S, SEATAC, WA, 98188-4446, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
93,KING COUNTY,INDEPENDENT INSURANCE AGENTS AND BROKERS OF KING COUNTY,602 878 501,753103,"11911 NE 1ST ST # B103, BELLEVUE, WA, 98005-3055, UNITED STATES",Active,FALSE,FALSE,FALSE,0
94,KING COUNTY,"INFINITE FREEDOM FOUNDATION OF KING COUNTY, A NON PROFIT PUBLIC BENEFIT ASSOCIATION",602 907 238,756313,"530 MAIN AVE E, SOAP LAKE, WA, 98851, UNITED STATES",Active,FALSE,FALSE,FALSE,0
95,KING COUNTY,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 2595,604 437 196,1277697,"20811 84TH AVE S, KENT, WA, 98032-1244, UNITED STATES",Active,FALSE,TRUE,TRUE,0
96,KING COUNTY,KHMER COMMUNITY OF SEATTLE/KING COUNTY,601 456 537,793592,"1209 CENRAL AVENUE S, KENT, WA, 98146, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
97,KING COUNTY,KING COUNTY 4-H ASSOCIATION,601 387 387,182801,"560 NACHES AVE SW STE 130, RENTON, WA, 98057-2219, UNITED STATES",Active,FALSE,FALSE,FALSE,0
98,KING COUNTY,KING COUNTY ACCOUNTABLE COMMUNITY OF HEALTH LLC,604 102 460,303428,"3021 56TH CT SE, OLYMPIA, WA, 98501, UNITED STATES",Active,FALSE,FALSE,FALSE,0
99,KING COUNTY,"KING COUNTY ANESTHESIA ASSOCIATES, PLLC",603 335 243,270781,"1A BURTON HILLS BLVD, NASHVILLE, TN, 37215-6187, UNITED STATES",Active,FALSE,FALSE,FALSE,0
100,KING COUNTY,KING COUNTY BAR ASSOCIATION,600 045 572,789456,"1200 5TH AVE STE 700, SEATTLE, WA, 98101-1116, UNITED STATES",Active,TRUE,FALSE,FALSE,0
101,KING COUNTY,KING COUNTY BAR FOUNDATION,601 798 298,279911,"1200 5TH AVE, #700, SEATTLE, WA, 98101-3132, UNITED STATES",Active,FALSE,FALSE,FALSE,0
102,KING COUNTY,KING COUNTY BAR INSTITUTE,602 312 127,768064,"1200 5TH AVE STE 700, SEATTLE, WA, 98101-1116, UNITED STATES",Active,TRUE,FALSE,FALSE,0
103,KING COUNTY,KING COUNTY BRANCH OF ZONES OF PEACE INTERNATIONAL FOUNDATION,601 812 690,278202,"PO BOX 24803, FEDERAL WAY, WA, 98093, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
104,KING COUNTY,KING COUNTY CANINE LLC,604 781 695,1479085,"2420 3RD AVE W, SEATTLE, WA, 98119-2631, UNITED STATES",Active,FALSE,FALSE,FALSE,0
105,KING COUNTY,KING COUNTY CHAPTER OF THE NATIONAL ASSOCIATION OF RESIDENTIAL PROPERTY MANAGERS,602 193 568,795644,"8809 ROOSEVELT WAY NE, SEATTLE, WA, 98115-3028, UNITED STATES",Active,FALSE,FALSE,FALSE,0
106,KING COUNTY,KING COUNTY CHIEFS PS,603 384 282,303429,"14032 SE 192ND ST, RENTON, WA, 98058, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
107,KING COUNTY,KING COUNTY CITIZENS AGAINST FLUORIDATION,603 303 197,810670,"14411 150TH AVE SE, RENTON, WA, 98059-7306, UNITED STATES",Active,FALSE,FALSE,FALSE,0
108,KING COUNTY,KING COUNTY CLEANERS LLC,603 571 849,781032,"19414 HOLLYHILLS DR NE, BOTHELL, WA, 98011, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
109,KING COUNTY,KING COUNTY CLUW,604 642 031,1376662,"321 16TH AVE S, SEATTLE, WA, 98144-2151, UNITED STATES",Active,FALSE,FALSE,FALSE,0
110,KING COUNTY,KING COUNTY COLLABORATIVE LAW,602 361 886,262631,"1816 24TH AVE APT A, SEATTLE, WA, 98122-3071, UNITED STATES",Active,FALSE,FALSE,FALSE,0
111,KING COUNTY,KING COUNTY COMMUNITY PARTNERS FOR TRANSITION SOLUTIONS,604 015 464,781034,"5225 S HOLLY ST, SEATTLE, WA, 98118, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
112,KING COUNTY,KING COUNTY COMPETITIVE SHOOTERS,603 364 907,781035,"12917 SW 248 ST, VASHON, WA, 98070, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
113,KING COUNTY,"KING COUNTY CONSTRUCTION, LLC",603 019 061,270782,"4114 SW 322ND ST, FEDERAL WAY, WA, 98023, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
114,KING COUNTY,KING COUNTY CORRECTIONS GUILD,601 737 418,789457,"6417 S 143RD PL, TUKWILA, WA, 98168-4605, UNITED STATES",Active,FALSE,FALSE,FALSE,0
115,KING COUNTY,KING COUNTY CRICKET CLUB (KCCC),603 200 508,795646,"23302 54TH AVE W, MOUNTLAKE TER, WA, 98043-4726, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
116,KING COUNTY,KING COUNTY DEFENSE - A PRIVATE LAW FIRM OF ZACK GOYTOWSKI PLLC,604 858 556,1528598,"800 5TH AVE STE 101-800, SEATTLE, WA, 98104-3176, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
117,KING COUNTY,KING COUNTY DELIVERY,603 224 933,813884,"170 S LINCOLN ST #100, SPOKANE, WA, 99201, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
118,KING COUNTY,KING COUNTY DEMOCRAT'S ASSOCIATION,604 172 582,182804,"16600 SE 40TH PL, BELLEVUE, WA, 98008, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
119,KING COUNTY,KING COUNTY DEMOCRATIC CENTRAL COMMITTEE,603 391 475,810672,"201 S DIVISION, B&E, AUBURN, WA, 98001, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
120,KING COUNTY,KING COUNTY DEMOCRATIC CENTRAL COMMITTEE EXECUTIVE BOARD,600 059 046,1126787,,Administratively Dissolved,TRUE,FALSE,FALSE,0
121,KING COUNTY,KING COUNTY DEPARTMENT ADULT & JUVENILE DETENTION EMPLOYEE'SASSOCIATION,602 175 242,303431,"500 5TH AVE, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
122,KING COUNTY,KING COUNTY DEVELOPMENTAL DISABILITIES STAKEHOLDERS CONSORTIUM,604 084 786,782054,"3244 35TH AVE SW, SEATTLE, WA, 98126, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
123,KING COUNTY,KING COUNTY DISPUTE RESOLUTION CENTER,601 000 439,278204,"4649 SUNNYSIDE AVE N STE 520, SEATTLE, WA, 98103-6952, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
124,KING COUNTY,KING COUNTY DISTRICT 28 FIRE DEPARTMENT,602 997 391,813885,"1330 WELLS STREET, ENUMCLAW, WA, 98022, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
125,KING COUNTY,KING COUNTY ECC SUPPORT TEAM,601 731 767,262883,"3511 NE 2ND ST, RENTON, WA, 98056-4192, UNITED STATES",Active,FALSE,FALSE,FALSE,0
126,KING COUNTY,KING COUNTY ELDER SERVICE CENTER CORP.,603 012 253,279912,"14440 INTL BLVD BLDG 2, TUKWILA, WA, 98168, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
127,KING COUNTY,KING COUNTY ELECTRICAL CONTRACTORS LLC,603 397 154,285687,,Administratively Dissolved,TRUE,FALSE,FALSE,0
128,KING COUNTY,"KING COUNTY ENERGY, LLC",605 140 714,1646424,"1 BRIDGE ST STE 11, IRVINGTON, NY, 10533-1558, UNITED STATES",Active,FALSE,FALSE,FALSE,0
