,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
15,CHERRY ST LLC,CHERRY CREST SADDLE CLUB,601 982 201,74899,"13117 NE 33RD ST, BELLEVUE, WA, 98005, UNITED STATES",Inactive,False,False,False
16,CHERRY ST LLC,CHERRY CREST VISTA HOMEOWNER ASSOCIATION,602 076 203,126087,"12543 NE 23RD PL APT D6, BELLEVUE, WA, 98005-1550, UNITED STATES",Administratively Dissolved,False,False,False
17,CHERRY ST LLC,"CHERRY CREST, LLC",602 192 352,106355,"1938 43RD AVE E, SEATTLE, WA, 98112-3235, UNITED STATES",Active,False,False,False
18,CHERRY ST LLC,"CHERRY FAMILY INVESTMENTS, LLC",602 903 128,126089,"18201 107TH AVE SW, VASHON, WA, 98070-5105, UNITED STATES",Active,False,False,False
19,CHERRY ST LLC,CHERRY HILL BAPTIST CHURCH,601 383 943,616074,,,True,True,True
20,CHERRY ST LLC,"CHERRY HILL ESTATES HKN, LLC",603 056 454,610852,"212 OLD OWEN RD, SULTAN, WA, 98294-9437, UNITED STATES",Active,False,False,False
21,CHERRY ST LLC,CHERRY HILL ESTATES TENANT ORGANIZATION,604 126 754,1104380,"212 OLD OWEN RD, TRLR 46, SULTAN, WA, 98294-9437, UNITED STATES",Active,False,False,False
22,CHERRY ST LLC,CHERRY HILL FLORIST LLC,603 587 163,610853,"112 S LINCOLN ST STE C, PORT ANGELES, WA, 98362-2937, UNITED STATES",Active,False,False,False
23,CHERRY ST LLC,"CHERRY HILL MANOR BED & BREAKFAST, L.L.C.",601 769 861,610854,,Inactive,True,False,False
24,CHERRY ST LLC,CHERRY HILL VISTA HOMEOWNERS ASSOCIATION,602 628 886,106361,"26602 NE ANDERSON ST,, DUVALL, WA, 98019, UNITED STATES",Active,False,False,False
25,CHERRY ST LLC,"CHERRY LANE CONDOMINIUM ESTATES, A NONPROFIT CORPORATION",602 737 312,613990,"PO BOX 257, OLYMPIA, WA, 98507-0257, UNITED STATES",Administratively Dissolved,False,False,False
26,CHERRY ST LLC,CHERRY LANE INVESTMENTS LLC,603 227 070,606596,"1908 N DALE ROAD, SUITE B, SPOKANE VALLEY, WA, 99212, UNITED STATES",Active,False,False,False
27,CHERRY ST LLC,CHERRY LOGISTICS CORP,603 062 216,101197,,Terminated,True,False,False
28,CHERRY ST LLC,"CHERRY ORCHARD INVESTMENTS, LLC",602 729 864,613991,"8705 CANYON ROAD EAST, SUITE B, PUYALLUP, WA, 98371, UNITED STATES",Administratively Dissolved,False,False,False
29,CHERRY ST LLC,CHERRY PIT CHRISTMAS TREE FARM LLC,605 000 812,1614441,"104 BOHART RD, WENATCHEE, WA, 98801-9752, UNITED STATES",Active,False,False,False
30,CHERRY ST LLC,CHERRY POINT INDUSTRIAL PARK LTD.,601 245 595,625656,"10587 108 STREET, EDMONTON, AB, T5H 2Z8, CANADA",Active,False,False,False
31,CHERRY ST LLC,"CHERRY POINT INDUSTRIES, LLC",601 969 028,616082,"1223 COMMERCIAL ST, BELLINGHAM, WA, 98225-4306, UNITED STATES",Active,False,False,False
32,CHERRY ST LLC,CHERRY REAL ESTATE LLC,604 773 805,1467482,"4134 INGLESIDE LOOP SE, LACEY, WA, 98503-2107, UNITED STATES",Active,False,False,False
33,CHERRY ST LLC,CHERRY RIDGE ESTATES PROPERTY OWNERS ASSOCIATION,603 480 857,1104389,"21616 230TH ST SE, MONROE, WA, 98272-8004, UNITED STATES",Active,False,False,False
34,CHERRY ST LLC,CHERRY ST ASSOCIATES LLC,605 158 697,1650478,"1840 POINTE WOODWORTH DR NE, TACOMA, WA, 98422-3466, UNITED STATES",Active,False,False,False
35,CHERRY ST LLC,CHERRY ST PT LLC,605 196 421,1656519,"4523 S NAPA ST, SPOKANE, WA, 99223-6445, UNITED STATES",Active,False,False,False
36,CHERRY ST LLC,"CHERRY STEM, LLC",603 174 886,609739,"1380 EASTMONT AVE, UNIT 801, E WENATCHEE, WA, 98802-4287, UNITED STATES",Active,False,False,False
37,CHERRY ST LLC,CHERRY STREET - 5TH & DENNY LLC,603 172 621,625660,"2621 5TH AVE, SEATTLE, WA, 98121, UNITED STATES",Administratively Dissolved,False,False,False
38,CHERRY ST LLC,CHERRY STREET - KITCHEN LLC,603 174 725,103071,"823 THIRD AVE, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,False,False,False
39,CHERRY ST LLC,CHERRY STREET - MUSEUM LLC,602 726 018,106369,"1212 FIRST AVE, SEATTLE, WA, 98101, UNITED STATES",Administratively Dissolved,False,False,False
40,CHERRY ST LLC,CHERRY STREET - STADIUM LLC,603 105 672,74968,"816 2ND AVE STE 300, SEATTLE, WA, 98104-1534, UNITED STATES",Administratively Dissolved,False,False,False
41,CHERRY ST LLC,"CHERRY STREET ADVISING, LLC",604 035 935,419792,"4820 NW CHERRY ST, VANCOUVER, WA, 98663-1569, UNITED STATES",Active,True,False,False
42,CHERRY ST LLC,CHERRY STREET BISTRO LLC,603 619 973,606602,"139 TAMARACK RD, TONASKET, WA, 98855, UNITED STATES",Administratively Dissolved,False,False,False
43,CHERRY ST LLC,CHERRY STREET BUILDERS LLC,602 769 932,101560,"2128 SPRUCE STREET, PORT TOWNSEND, WA, 98368, UNITED STATES",Inactive,False,False,False
44,CHERRY ST LLC,CHERRY STREET CLAY LLC,602 446 399,103072,"701 5TH AVE, STE 6400, SEATTLE, WA, 98104-7097, UNITED STATES",Active,False,False,False
45,CHERRY ST LLC,"CHERRY STREET COFFEE HOUSE, LLC",603 209 430,101330,"103 CHERRY STREET, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False
46,CHERRY ST LLC,CHERRY STREET DEVELOPMENT LLC,604 795 582,1487509,"1846 WILDHAVEN CRST, BELLINGHAM, WA, 98226-8658, UNITED STATES",Active,False,False,False
47,CHERRY ST LLC,"CHERRY STREET ESPRESSO, INC.",601 839 925,74969,,Administratively Dissolved,True,False,False
48,CHERRY ST LLC,CHERRY STREET ESTATE LLC,604 732 720,1439745,"347 CHERRY ST, BLAINE, WA, 98230-5019, UNITED STATES",Administratively Dissolved,False,False,False
49,CHERRY ST LLC,CHERRY STREET FILMS L.L.P.,603 555 878,106370,"3401 24TH AVE W #321, SEATTLE, WA, 98199, UNITED STATES",Delinquent,False,False,False
50,CHERRY ST LLC,"CHERRY STREET GROCERY, INC.",601 945 047,625661,,Administratively Dissolved,True,False,False
51,CHERRY ST LLC,CHERRY STREET INVESTMENTS LLC,603 163 832,1104393,"2612 CHERRY ST, HOQUIAM, WA, 98550, UNITED STATES",Voluntarily Dissolved,False,False,False
52,CHERRY ST LLC,"CHERRY STREET MANOR II, LLC",602 885 110,106621,"460 NE CHERRY STREET, WHITE SALMON, WA, 98672, UNITED STATES",Administratively Dissolved,False,False,False
53,CHERRY ST LLC,"CHERRY STREET MARKET, LLC",604 474 372,1291161,"1843 N BRIDGEVIEW DR, LYNDEN, WA, 98264-8529, UNITED STATES",Active,False,False,False
54,CHERRY ST LLC,CHERRY STREET MOSQUE,600 406 830,101561,"2655 SW 151ST PL, BURIEN, WA, 98166-1638, UNITED STATES",Active,False,False,False
55,CHERRY ST LLC,CHERRY STREET OFFICE COOPERATIVE,602 030 639,622423,,Administratively Dissolved,True,False,False
56,CHERRY ST LLC,"CHERRY STREET PILLOWS, LLC",602 134 339,1104394,"710 33RD AVE, SEATTLE, WA, 98122-5123, UNITED STATES",Administratively Dissolved,False,False,False
57,CHERRY ST LLC,"CHERRY STREET PROPERTIES, LLC",604 692 559,1418010,"4820 NW CHERRY ST, VANCOUVER, WA, 98663-1569, UNITED STATES",Delinquent,True,False,False
58,CHERRY ST LLC,"CHERRY STREET ROOFING, INC.",602 676 181,101562,"1210 CHERRY ST, PORT TOWNSEND, WA, 98368, UNITED STATES",Administratively Dissolved,False,False,False
59,CHERRY ST LLC,CHERRY STREET SEA-U LLC,603 139 306,606603,"816 2ND AVE #300, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,False,False,False
60,CHERRY ST LLC,"CHERRY STREET, L.L.C.",602 497 918,616085,"1843 N. BRIDGEVIEW DRIVE, LYNDEN, WA, 98264, UNITED STATES",Active,False,False,False
61,CHERRY ST LLC,"CHERRY STUDIO, LLC",604 201 679,1169818,"14411 NE 263RD STREET, BATTLE GROUND, WA, 98606, UNITED STATES",Active,False,False,False
62,CHERRY ST LLC,"CHERRY TREE CONSTRUCTION, LLC",604 100 739,606604,"7008 11TH AVE NW, SEATTLE, WA, 98117, UNITED STATES",Voluntarily Dissolved,False,False,False
63,CHERRY ST LLC,CHERRY TREE INVESTMENTS LLC,603 056 415,96376,"2304 W 15TH AVE, KENNEWICK, WA, 99337, UNITED STATES",Administratively Dissolved,False,False,False
64,CHERRY ST LLC,"CHERRY VALLEY CONSTRUCTION, LLC",603 377 639,622425,"1319 VISTA RIDGE DR, GRAYLAND, WA, 98547-0513, UNITED STATES",Active,False,False,False
65,CHERRY ST LLC,"CHERRY VALLEY INDUSTRIES, LLC",604 189 017,622445,"17819 288TH AVE NE, DUVALL, WA, 98019-8709, UNITED STATES",Administratively Dissolved,False,False,False
66,CHERRY ST LLC,CHERRY VALLEY VILLAGE AND ALLEN STREET VILLAGE HOMEOWNERS ASSOCIATION,604 100 792,609744,"16302 MAIN VIEW LN NE, DUVALL, WA, 98019-8648, UNITED STATES",Active,False,False,False
67,CHERRY ST LLC,"CHERRY WOOD BED BREAKFAST AND BARN, LLC",603 169 841,609079,"3271 ROZA DR, ZILLAH, WA, 98953-9613, UNITED STATES",Administratively Dissolved,False,False,False
68,CHERRY ST LLC,"CHERRYCREST INVESTMENT, LLC",604 573 527,1336849,"15731 NE 8TH ST # 7282, BELLEVUE, WA, 98008-4074, UNITED STATES",Active,False,False,False
69,CHERRY ST LLC,"CHERRYHOLMES CONSTRUCTION, INC.",602 586 363,609080,"20336 CHRISTIE PL, BURLINGTON, WA, 98233, UNITED STATES",Administratively Dissolved,False,False,False
70,CHERRY ST LLC,CHERRYSTONE LLC,603 167 700,74973,"5260 CARILLON POINT, KIRKLAND, WA, 98033, UNITED STATES",Administratively Dissolved,False,False,False
71,CHERRY ST LLC,CHERRYWOOD ESTATES HOMEOWNERS ASSOCIATION,604 280 836,1204384,"463 ROYAL ANN CT, RICHLAND, WA, 99352-7724, UNITED STATES",Active,False,False,False
72,CHERRY ST LLC,CHERRYWOOD ESTATES HOMEOWNERS ASSOCIATION,602 735 843,101566,"8524 W GAGE BLVD #A125, KENNEWICK, WA, 99336, UNITED STATES",Administratively Dissolved,False,False,False
73,CHERRY ST LLC,"EAST CHERRY STREET APARTMENTS, LLC",602 961 119,1111193,"1808 S 118TH ST APT 408, APT 408, SEATTLE, WA, 98168-1267, UNITED STATES",Active,False,False,False
74,CHERRY ST LLC,NATIONAL CHERRY GROWERS AND INDUSTRIES FOUNDATION,604 478 681,1292953,"105 S 18TH ST STE 205, YAKIMA, WA, 98901-2176, UNITED STATES",Terminated,False,False,False
75,CHERRY ST LLC,SEATTLE CHERRY BLOSSOM AND JAPANESE CULTURAL FESTIVAL COMMITTEE,601 173 620,1000847,"3435 19TH AVE S, SEATTLE, WA, 98144-6705, UNITED STATES",Active,False,False,False
76,CHERRY ST LLC,SECOND AND CHERRY DESIGN STUDIO LLP,602 048 798,446548,,Delinquent,True,False,False
77,CHERRY ST LLC,SMITH - CHERRY CREST LLC,603 548 282,460267,"12917 NE 31ST STREET, BELLEVUE, WA, 98005-1608, UNITED STATES",Administratively Dissolved,False,False,False
78,CHERRY ST LLC,THE CHERRY STREET PUB LLC,605 168 091,1653434,"112 CHERRY ST NE, OLYMPIA, WA, 98501, UNITED STATES",Active,False,False,False
79,CHERRY ST LLC,THE CHRIST SPIRIT CHURCH,601 383 943,616074,"6115 BEACON AVE S, SEATTLE, WA, 98108-3108, UNITED STATES",Active,False,True,True
80,AUGUSTA OWNER LLC,AUGUSTA HOMEOWNERS ASSOCIATION,601 798 682,44558,"7509 195TH ST CT E, PUYALLUP, WA, 98373, UNITED STATES",Active,False,False,False
81,AUGUSTA OWNER LLC,AUGUSTA WOODS CONDOMINIUM OWNERS ASSOCIATION,602 342 925,45785,"9412 16TH DR W, EVERETT, WA, 98204-2146, UNITED STATES",Active,False,False,False
