,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
16,BOREN AND SPRUCE LLC,BOREN AND SPRUCE LLC,603 546 436,69732,"11624 SE 5TH ST STE 210, BELLEVUE, WA, 98005-3642, UNITED STATES",Active,False,False,False
17,YESLER INVESTORS 3 LLC,YESLER INVESTORS 3 LLC,603 431 516,1035153,"505 5TH AVE S #900, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False
18,YESLER INVESTORS 2 LLC,YESLER INVESTORS 2 LLC,603 431 514,1091474,"505 5TH AVE S STE 900, SEATTLE, WA, 98104-3821, UNITED STATES",Active,False,False,False
19,PIKE FLATS LLC,PIKE FLATS LLC,603 504 648,1141188,"506 2ND AVE, SUITE 1020, SEATTLE, WA, 98104-2328, UNITED STATES",Active,False,False,False
20,1420 EAST MADISON STREET LLC,1420 EAST MADISON STREET LLC,603 391 403,2656,"5312 PACIFIC HWY E, FIFE, WA, 98424-2602, UNITED STATES",Active,False,False,False
21,MAD FLATS LLC,MAD FLATS LLC,603 279 724,801620,"506 2ND AVE, SUITE 1020, SEATTLE, WA, 98104-2328, UNITED STATES",Active,False,False,False
22,REVERB APARTMENTS LLC,REVERB APARTMENTS LLC,604 306 591,1219163,"1023 E ALDER ST, SEATTLE, WA, 98122-6775, UNITED STATES",Active,False,False,False
23,DECIBEL APARTMENTS LLC,DECIBEL APARTMENTS LLC,604 309 758,1219165,"301 12TH AVE, SEATTLE, WA, 98122-6353, UNITED STATES",Active,False,False,False
24,PINE & MELROSE LLC,PINE & MELROSE LLC,603 170 179,888948,"141 FRONT ST N, ISSAQUAH, WA, 98027, UNITED STATES",Active,False,False,False
25,FIRENZE LLC,FIRENZE LLC,603 262 160,122450,"2371 EASTLAKE AVE E, SUITE 100, SEATTLE, WA, 98102-3305, UNITED STATES",Active,False,False,False
26,TRPF 1525 HARVARD AVENUE LLC,TRPF 1525 HARVARD AVENUE LLC,604 024 302,1056243,"730 3RD AVE, MS: 730/12/02, NEW YORK, NY, 10017-3206, UNITED STATES",Active,False,False,False
27,954 EAST UNION LLC,954 EAST UNION LLC,603 135 948,8515,"13120 NE 70TH PL, KIRKLAND, WA, 98033-8570, UNITED STATES",Active,False,False,False
28,ENGELMANNII HOUSE LLC,ENGELMANNII HOUSE LLC,604 807 963,1492250,"121 11TH AVE E, SEATTLE, WA, 98102-5709, UNITED STATES",Active,False,False,False
29,PINE & BELMONT LLC,PINE & BELMONT LLC,602 688 246,906620,"14410 NE BEL RED RD, BELLEVUE, WA, 98007-3953, UNITED STATES",Active,True,False,False
30,JEFFERSON & 12TH LLC,JEFFERSON & 12TH LLC,603 091 810,753135,"1620 12TH AVE STE 205, SEATTLE, WA, 98122-2568, UNITED STATES",Active,False,False,False
31,1700 MADISON APARTMENTS LLC,1700 MADISON APARTMENTS LLC,603 392 475,2692,"4115 ROOSEVELT WAY NE OFC, SEATTLE, WA, 98105, UNITED STATES",Active,False,False,False
32,EQR-PEARL LLC,EQR-PEARL LLC,603 569 076,689985,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False
33,EQR-PACKARD LLC,EQR-PACKARD LLC,603 587 060,686331,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False
34,BOYLSTON FLATS LLC,BOYLSTON FLATS LLC,603 409 342,70638,"506 2ND AVE, SUITE 1020, SEATTLE, WA, 98104-2328, UNITED STATES",Active,False,False,False
35,MANCHESTER SERIES 1 LLC,MANCHESTER SERIES 1 LLC,604 883 990,1546437,"3458 SW DOSCHVIEW COURT, PORTLAND, OR, 97239, UNITED STATES",Active,False,False,False
36,SUMMIT ARMS LLC,SUMMIT ARMS LLC,602 071 021,1010962,"1200 ALKI AVE SW, UNIT 1, SEATTLE, WA, 98116-4883, UNITED STATES",Active,False,False,False
37,BOYLSTON HOWELL APARTMENTS LLC,BOYLSTON HOWELL APARTMENTS LLC,604 667 948,1401838,"1620 12TH AVE, STE 205, SEATTLE, WA, 98122-2568, UNITED STATES",Active,False,False,False
38,BELLEVUE OLIVE LLC,BELLEVUE OLIVE LLC,603 038 451,63800,"433 MINOR AVE N, SEATTLE, WA, 98109-5439, UNITED STATES",Active,False,False,False
39,MOUNT ZION MADISON STREET PROPERTIES,MOUNT ZION MADISON STREET PROPERTIES,601 682 270,825988,"12729 NORTHUP WAY STE 20, BELLEVUE, WA, 98005-1935, UNITED STATES",Active,False,False,False
40,EQR-MADISON LLC,EQR-MADISON LLC,603 387 017,190558,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False
41,EQR-CHLOE LLC,EQR-CHLOE LLC,604 238 904,1191420,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False
42,JBJ ALDERVIEW LLC,JBJ ALDERVIEW LLC,603 121 318,792510,"2001 WESTERN AVE STE 330, SEATTLE, WA, 98121-2133, UNITED STATES",Active,False,False,False
43,SPRUCE APARTMENTS LLC,SPRUCE APARTMENTS LLC,601 987 042,1001031,"6305 79TH AVE SE, MERCER ISLAND, WA, 98040-4830, UNITED STATES",Active,False,False,False
44,MELROSE & OLIVE LLC,MELROSE & OLIVE LLC,602 420 900,1132708,"1122 E PIKE ST STE 775, SEATTLE, WA, 98122-3916, UNITED STATES",Active,False,False,False
45,ARLLIS ARMS APARTMENTS LLC,ARLLIS ARMS APARTMENTS LLC,603 392 636,548640,"4115 ROOSEVELT WAY NE, SEATTLE, WA, 98105, UNITED STATES",Administratively Dissolved,False,False,False
46,MADISON COURT PARTNERS LIMITED LIABILITY COMPANY,MADISON COURT PARTNERS LIMITED LIABILITY COMPANY,601 911 049,802052,"117 E LOUISA ST # 185, SEATTLE, WA, 98102-3203, UNITED STATES",Active,False,False,False
47,PARK ROYAL APARTMENTS LLC,PARK ROYAL APARTMENTS LLC,602 510 425,377483,"17910 142ND AVE NE OFC, WOODINVILLE, WA, 98072-6283, UNITED STATES",Active,False,False,False
48,PROJECT S47 LLC,PROJECT S47 LLC,604 941 595,1582291,"18605 17TH AVE NW, SHORELINE, WA, 98177-3316, UNITED STATES",Active,False,False,False
49,PIKE STREET TPII LLC,PIKE STREET TPII LLC,603 429 951,931333,"1816C 11TH AVE, SEATTLE, WA, 98122-2421, UNITED STATES",Active,False,False,False
50,HYCROFT INTERNATIONAL LLC,HYCROFT INTERNATIONAL LLC,604 081 038,229786,"11225 SE 6TH ST STE 100, BELLEVUE, WA, 98004-6474, UNITED STATES",Active,False,False,False
51,RIALTO COURT LLC,RIALTO COURT LLC,604 654 669,1386786,"485 LAKAYUSE RD, MANSON, WA, 98831-9463, UNITED STATES",Active,False,False,False
52,CRE BUENA VISTA PARTNERS LLC,CRE BUENA VISTA PARTNERS LLC,604 674 582,1407991,"2930 WESTLAKE AVE N STE 100, SEATTLE, WA, 98109-1968, UNITED STATES",Active,False,False,False
53,DK SUMMIT PLACE LLC,DK SUMMIT PLACE LLC,603 556 057,653535,"8407 NE WOODLAND COVE DR, KIRKLAND, WA, 98034, UNITED STATES",Active,False,False,False
54,1630 LLC,1630 LLC,602 445 046,58888,"9625 SE 71 ST, MERCER ISLAND, WA, 98040, UNITED STATES",Active,False,False,False
55,OLETA APARTMENTS LIMITED PARTNERSHIP,OLETA APARTMENTS LIMITED PARTNERSHIP,602 049 709,906259,"1620 12TH AVE STE 205, SEATTLE, WA, 98122-2568, UNITED STATES",Active,False,False,False
56,BELLEVUE PLACE LLC,BELLEVUE PLACE LLC,602 315 718,43474,"10458 SEABECK HWY NW, SEABECK, WA, 98380-9703, UNITED STATES",Active,False,False,False
57,CREST APARTMENTS ASSOCIATES LLC,CREST APARTMENTS ASSOCIATES LLC,602 104 068,642882,"1938 43RD AVE E, SEATTLE, WA, 98112-3235, UNITED STATES",Active,False,False,False
58,ROXBOROUGH INVESTORS LLC,ROXBOROUGH INVESTORS LLC,604 519 991,1315438,"600 UNIVERSITY ST STE 2915, SEATTLE, WA, 98101-4172, UNITED STATES",Active,False,False,False
59,LAURELTON LLC,LAURELTON LLC,604 812 070,1499959,"15922 MERIDIAN DR SE, BOTHELL, WA, 98012-5612, UNITED STATES",Administratively Dissolved,False,False,False
60,TESHOME FAMILY LLC,TESHOME FAMILY LLC,602 519 899,1154809,"1510 14TH AVE, SEATTLE, WA, 98122-4024, UNITED STATES",Active,False,False,False
61,BRISTOL APARTMENTS LLC,BRISTOL APARTMENTS LLC,604 931 434,1569577,"601 UNION ST STE 2600, SEATTLE, WA, 98101-2302, UNITED STATES",Active,False,False,False
62,ARPEG HOLDINGS 1956 LLC,ARPEG HOLDINGS 1956 LLC,604 806 552,1491651,"1818 20TH AVE, SEATTLE, WA, 98122-2847, UNITED STATES",Active,False,False,False
63,PIONEER HUMAN SERVICES,PIONEER HUMAN SERVICES,578 077 922,379341,"7440 W MARGINAL WAY S, SEATTLE, WA, 98108-4141, UNITED STATES",Active,False,False,False
64,ABBOTSFORD 151 LLC,ABBOTSFORD 151 LLC,602 594 715,18127,"1625 INTERLAKEN PL E, SEATTLE, WA, 98112-3424, UNITED STATES",Active,False,False,False
65,QUALMAN BUILDING LLC,QUALMAN BUILDING LLC,603 130 383,398517,"1421 15TH AVE, SEATTLE, WA, 98122, UNITED STATES",Active,False,False,False
66,CASCADE PUBLIC MEDIA,CASCADE PUBLIC MEDIA,600 580 625,622840,"401 MERCER ST, SEATTLE, WA, 98109-4640, UNITED STATES",Active,False,False,False
67,ODDFELLOWS LLC,ODDFELLOWS LLC,602 775 269,861249,"1620 BROADWAY STE 201, SEATTLE, WA, 98122-2564, UNITED STATES",Active,False,False,False
68,SWEDISH HEALTH SERVICES,SWEDISH HEALTH SERVICES,178 049 719,999115,"747 BROADWAY, SEATTLE, WA, 98122-4379, UNITED STATES",Active,False,False,False
69,12 MADISON INVESTMENT LLC,12 MADISON INVESTMENT LLC,604 158 487,2172,"9809 NE 32ND ST, BELLEVUE, WA, 98004-1833, UNITED STATES",Active,False,False,False
70,SEATTLE UNIVERSITY,SEATTLE UNIVERSITY,178 021 006,1148606,"901 12TH AVE, SEATTLE, WA, 98122-4411, UNITED STATES",Active,True,False,False
71,914 EAST TERRACE LLC,914 EAST TERRACE LLC,602 010 738,8498,"601 UNION ST STE 1401, SEATTLE, WA, 98101, UNITED STATES",Active,False,False,False
72,AR PIKE II LLC,AR PIKE II LLC,604 582 324,1341596,"6411 57TH AVE S, SEATTLE, WA, 98118-3022, UNITED STATES",Active,False,False,False
73,SEATTLE 1521 10TH LLC,SEATTLE 1521 10TH LLC,604 267 187,1193934,"2448 76TH AVE SE STE 220, MERCER ISLAND, WA, 98040-2744, UNITED STATES",Active,False,True,True
74,SEATTLE 1521 10TH LLC,SEATTLE 1521 10TH LLC,604 267 187,1193934,,,False,True,True
75,FIRST PLACE,FIRST PLACE,601 163 194,165733,"172 20TH AVE, SEATTLE, WA, 98122-5862, UNITED STATES",Active,False,False,False
76,EPIPHANY SCHOOL,EPIPHANY SCHOOL,601 141 862,677692,"3611 E DENNY WAY, SEATTLE, WA, 98122-3423, UNITED STATES",Active,False,False,False
77,BF BLOCKER LLC,BF BLOCKER LLC,603 007 176,1099617,,,False,True,True
78,PINE LLC,PINE LLC,601 911 789,378409,"433 13TH AVE E, APT 101, SEATTLE, WA, 98102-5175, UNITED STATES",Active,False,False,False
79,LEGACY PINE STREET LLC,LEGACY PINE STREET LLC,602 599 199,319784,"400 112TH AVE NE, BELLEVUE, WA, 98004-5543, UNITED STATES",Active,False,False,False
80,RLI BUILDING LLC,RLI BUILDING LLC,603 199 079,911987,"105 14TH AVE, SUITE 300, SEATTLE, WA, 98122-5569, UNITED STATES",Active,False,False,False
