,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match
20,PILGRIM PARTNERS III LLC,PILGRIM PARTNERS III LLC,602 579 120,399902,"8752 SAND POINT WAY NE, SEATTLE, WA, 98115-3951, UNITED STATES",Delinquent,False,False,False
21,PANORAMA SEATTLE III LLC,PANORAMA SEATTLE III LLC,604 902 396,1554562,"777 CALIFORNIA AVE, 100, PALO ALTO, CA, 94304, UNITED STATES",Active,False,False,False
22,CAMBRIDGE LLLP,CAMBRIDGE LLLP,603 613 864,87543,"433 MINOR AVE N, SEATTLE, WA, 98109-5439, UNITED STATES",Active,True,False,False
23,VIRGINIA MASON MEDICAL CENTER,VIRGINIA MASON MEDICAL CENTER,178 015 092,518368,"1100 9TH AVE, SEATTLE, WA, 98101-2756, UNITED STATES",Active,False,False,False
24,1550 ARMORY LLC,1550 ARMORY LLC,604 096 858,3458,"14205 SE 36TH ST STE 143, BELLEVUE, WA, 98006-1596, UNITED STATES",Active,False,False,False
25,CHERRY ST LLC,CHERRY ST LLC,603 450 153,625659,"2113 3RD AVE, SEATTLE, WA, 98121, UNITED STATES",Active,False,False,False
26,19 W HARRISON LLC,19 W HARRISON LLC,603 410 998,60158,"C/O TEUTSCH PARTNERS, LLC, 2001 WESTERN AVE STE 330, SEATTLE, WA, 98121, UNITED STATES",Active,False,False,False
27,ACME WMR ORI LLC,ACME WMR ORI LLC,604 505 638,1304599,"7417 W MERCER WAY, MERCER ISLAND, WA, 98040-5536, UNITED STATES",Active,False,False,False
28,GRANCORP LARSSON LLC,GRANCORP LARSSON LLC,603 208 452,718383,"423 PACIFIC AVE STE 402, BREMERTON, WA, 98337-1948, UNITED STATES",Active,False,False,False
29,BPP HOLLAND ONE LAKEFRONT LLC,BPP HOLLAND ONE LAKEFRONT LLC,604 194 956,1166512,"233 S WACKER DR, SUITE 4700, CHICAGO, IL, 60606-6374, UNITED STATES",Active,False,False,False
30,AUGUSTA OWNER LLC,AUGUSTA OWNER LLC,604 528 718,1316084,"701 5TH AVE STE 5700, SEATTLE, WA, 98104-7014, UNITED STATES",Active,False,False,False
31,1701 DEXTER LLC,1701 DEXTER LLC,603 254 124,58899,"1101 N NORTHLAKE WAY STE 106, SEATTLE, WA, 98103-8901, UNITED STATES",Active,False,False,False
32,EQR-SPRINGLINE LLC,EQR-SPRINGLINE LLC,604 123 438,190630,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False
33,NOVO ROOSEVELT LLC,NOVO ROOSEVELT LLC,603 468 978,350716,"1023 NE 43RD ST, SEATTLE, WA, 98105-4600, UNITED STATES",Active,False,False,False
34,ACADEMIA PLACE LLC,ACADEMIA PLACE LLC,602 556 120,366379,"5608 15TH AVE NE, SEATTLE, WA, 98105, UNITED STATES",Administratively Dissolved,False,False,False
35,BRE-BMR 34TH LLC,BRE-BMR 34TH LLC,604 825 027,1503851,"4570 EXECUTIVE DR STE 400, SAN DIEGO, CA, 92121-3074, UNITED STATES",Active,False,False,False
36,HH SEATTLE LLC,HH SEATTLE LLC,603 254 786,229470,"14205 SE 36TH ST STE 143, BELLEVUE, WA, 98006-1596, UNITED STATES",Active,True,False,False
