,OSEBuildingID,BuildingName,Total_sqft,sq_ft_classification,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,year,expected_baseline,expected_baseline_ghgi,city_ghgi_target,compliant_ghgi,compliant_emissions,compliance_status,compliance_fees
236,368,4300 ROOSEVELT,145754,B,Office,,,2040.0,5096.862,0.034968933957215585,0.0825830078125,0.034968933957215585,5096.862,Yes,364385.0
237,369,SEATTLE VAULT SELF STORAGE,93660,B,Self-Storage Facility,,,2040.0,569.3031,0.006078401665598975,0.0317626953125,0.006078401665598975,569.3031,Yes,234150.0
238,370,METROPOLITAN PARK I  (WEST) OFFICE BLDG,373060,A,Office,,,2040.0,31484.2065,0.08439448480137243,0.0825830078125,0.0825830078125,30808.41689453125,No,932650.0
239,371,METROPOLITAN PARK NORTH BUILDING,204582,B,,Office,Recreation,2040.0,14643.8121,0.07157918145291374,0.14776005859375002,0.07157918145291374,14643.8121,Yes,511455.0
240,372,METROPOLITAN PARK EAST,411716,A,Office,,Restaurant,2040.0,44892.004700000005,0.10903633742676992,0.0894119873046875,0.0894119873046875,36812.34576513671,No,1029290.0
241,373,FOURTH & BLANCHARD BUILDING,429173,A,Office,,,2040.0,18824.7195,0.04386277678232321,0.0825830078125,0.04386277678232321,18824.7195,Yes,1072932.5
242,374,3005 1ST AVE BUILDING,69810,C,Laboratory,,Office,2040.0,74821.10209999999,1.0717820097407247,0.56474072265625,0.56474072265625,39424.54984863281,No,174525.0
243,375,THIRD AND BROAD BLDG,280922,A,Office,,,2040.0,11367.8253,0.04046612689643389,0.0825830078125,0.04046612689643389,11367.825300000002,Yes,702305.0
244,376,5TH & BELL BUILDING,201664,B,Office,,Services,2040.0,9513.2682,0.04717385453030784,0.0825830078125,0.04717385453030784,9513.2682,Yes,504160.0
245,377,SIXTH & WALL BUILDING (521 WALL ST),146157,B,Office,,,2040.0,21251.5567,0.14540225031986154,0.0825830078125,0.0825830078125,12070.084672851563,No,365392.5
246,379,3101 WESTERN (FORMERLY AIRBORNE BLDG),162262,B,Office,,,2040.0,33814.575,0.20839491069997904,0.0825830078125,0.0825830078125,13400.084013671874,No,405655.0
247,21116,SUNSET CLUB,0,F,,,,2040.0,0.0,0.0,0.0,0.0,0.0,No,0.0
248,381,QFC HOLMAN ROAD,61666,C,Supermarket/Grocery Store,,,2040.0,316007.1519,5.124495701034606,0.4637353515625,0.4637353515625,28596.704189453125,No,154165.0
249,382,COLLINS BUILDING,50100,C,Office,Other,Restaurant,2040.0,13925.0819,0.277945746506986,0.170692724609375,0.170692724609375,8551.705502929688,No,125250.0
250,383,SMITH TOWER,270883,A,Office,Retail Store,Restaurant,2040.0,337615.6543,1.246352315575359,0.09700327148437501,0.09700327148437501,26276.537189501956,No,677207.5
251,384,DAWN FOOD PRODUCTS,128800,B,Non-Refrigerated Warehouse,Other,,2040.0,77802.0068,0.6040528478260869,0.09932194824218751,0.09932194824218751,12792.666933593751,No,322000.0
252,385,SKINNER BLDG,226061,A,Office,Entertainment/Public Assembly,Retail Store,2040.0,73329.124,0.32437759719721665,0.100052490234375,0.100052490234375,22617.965994873048,No,565152.5
253,386,IBM BUILDING,263737,A,Office,,Restaurant,2040.0,185137.4998,0.7019777270538453,0.10306994628906249,0.10306994628906249,27183.358424438473,No,659342.5
254,387,PUGET SOUND PLAZA,298426,A,Office,,Other,2040.0,417797.5327,1.400003795580814,0.09046015625,0.09046015625,26995.662589062504,No,746065.0
255,388,RAINIER TOWER,477945,A,Office,,,2040.0,40747.6737,0.08525598907824122,0.0825830078125,0.0825830078125,39470.13566894531,No,1194862.5
256,389,FAIRMONT OLYMPIC HOTEL,542305,A,Hotel,,,2040.0,969204.836,1.78719509501111,0.28904052734375,0.28904052734375,156748.12318115236,No,1355762.5
257,390,LOWES & AMAZON W,241940,A,Retail Store,,Other,2040.0,123054.6079,0.5086162184839217,0.154049072265625,0.154049072265625,37270.632543945314,No,604850.0
258,391,THAW BUILDING,91360,B,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,2040.0,126690.0947,1.3867129454903677,0.08575927734375,0.08575927734375,7834.967578125,No,228400.0
259,392,"EUROPEAN SOAPS, LTD",51116,C,Non-Refrigerated Warehouse,,,2040.0,36946.202099999995,0.7227913393066749,0.08575927734375,0.08575927734375,4383.671220703125,No,127790.0
260,393,500 YALE AVENUE NORTH,71421,C,Office,,,2040.0,2863.3932,0.04009175452597975,0.0825830078125,0.04009175452597975,2863.3932,Yes,178552.5
261,394,REPUBLICAN BUILDING,103494,B,Office,,,2040.0,62008.4974,0.5991506502792432,0.0825830078125,0.0825830078125,8546.845810546874,No,258735.0
262,395,FERGUSON TERMINAL,55248,C,Non-Refrigerated Warehouse,Office,,2040.0,29038.346599999997,0.5255999601795539,0.08540988769531249,0.08540988769531249,4718.7254753906245,No,138120.0
263,396,SALMON BAY CENTER 5301,55820,C,Non-Refrigerated Warehouse,Office,,2040.0,144124.2867,2.5819470924399854,0.08474287109375,0.08474287109375,4730.347064453125,No,139550.0
264,398,2601 ELLIOTT AVE,338363,A,Office,College/University,Restaurant,2040.0,37079.279299999995,0.1095843200941001,0.119364208984375,0.1095843200941001,37079.279299999995,Yes,845907.5
265,399,WASH MUTUAL TOWER (1201 THIRD AVE),1128575,A,Office,,Restaurant,2040.0,166857.57929999998,0.1478480201138604,0.0894119873046875,0.0894119873046875,100908.13357238768,No,2821437.5
266,401,WASHINGTON ATHLETIC CLUB,310000,A,Hotel,,,2040.0,647405.5814,2.0884051012903226,0.28904052734375,0.28904052734375,89602.5634765625,No,775000.0
267,402,US BANK CENTRE,1058395,A,Office,,Other,2040.0,189555.1783,0.17909681952390175,0.09046015625,0.09046015625,95742.57707421876,No,2645987.5
268,403,LOGAN BUILDING,144570,B,Office,,,2040.0,90082.11469999999,0.6231037884761707,0.0825830078125,0.0825830078125,11939.025439453124,No,361425.0
269,404,O'SHEA BUILDING/GAP,65417,C,Retail Store,Office,,2040.0,4136.5584,0.06323369154806854,0.10354638671875,0.06323369154806854,4136.5584,Yes,163542.5
270,405,DECATUR BUILDING,127268,B,Office,Retail Store,Restaurant,2040.0,49843.32059999999,0.3916406370808058,0.15738415527343752,0.15738415527343752,20029.966673339848,No,318170.0
271,406,520 PIKE BUILDING,425829,A,Office,,Retail Store,2040.0,16273.8369,0.03821683563120407,0.08372646484374999,0.03821683563120407,16273.836899999998,Yes,1064572.5
272,408,FOURTH & PIKE BUILDING,132326,B,Office,Retail Store,,2040.0,13314.8256,0.1006213865755785,0.08525107421875,0.08525107421875,11280.933647070313,No,330815.0
273,409,WASHINGTON FEDERAL BUILDING,81269,C,Office,,Retail Store,2040.0,5837.3883,0.07182798237950509,0.08639453125,0.07182798237950509,5837.3883,Yes,203172.5
274,410,MOTIF SEATTLE,332067,A,Hotel,,,2040.0,333449.2141,1.0041624554683242,0.28904052734375,0.28904052734375,95980.82079345704,No,830167.5
